"Row.names"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"M6-5"	"C8-2"	"D7-4"	"F4-3"	"A4-3"
"ASV1173"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"mellis"	0	0	0	41	0
"ASV1174"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	0	0	0	41	0
"ASV1175"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Frischella"	"perrara"	40	0	0	0	0
"ASV1176"	"Eukaryota"	NA	NA	NA	NA	NA	NA	0	0	40	0	0
"ASV1177"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	0	0	0	40	0
"ASV1178"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	39	0	0
"ASV1179"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"mellis"	0	0	39	0	0
"ASV118"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	465	0	0
"ASV1180"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	39	0
"ASV1181"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	38	0
"ASV1182"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kunkeei"	0	0	37	0	0
"ASV1183"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	36	0	0
"ASV1184"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	36	0	0
"ASV1185"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	35	0	0	0
"ASV1186"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	35	0	0
"ASV1187"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	NA	NA	0	0	35	0	0
"ASV1188"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	35	0
"ASV1189"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	34	0	0
"ASV119"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	465
"ASV1190"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	34	0
"ASV1191"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Frischella"	"perrara"	33	0	0	0	0
"ASV1192"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA	0	0	31	0	0
"ASV1193"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"mellis"	0	0	0	30	0
"ASV1194"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	29	0	0
"ASV1195"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	27	0
"ASV1196"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Chromobacteriaceae"	"Paludibacterium"	NA	0	0	25	0	0
"ASV1197"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	24	0	0	0
"ASV1198"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"mellifer"	0	0	22	0	0
"ASV1199"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Bartonella"	NA	0	0	22	0	0
"ASV12"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	254	0	0	1461
"ASV120"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	0	0	0	464	0
"ASV1200"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	11	0	0
"ASV1201"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA	0	0	0	10	0
"ASV1202"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA	0	0	9	0	0
"ASV1203"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA	0	0	0	9	0
"ASV1204"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA	0	0	0	8	0
"ASV1205"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA	0	5	0	0	0
"ASV1206"	NA	NA	NA	NA	NA	NA	NA	0	0	0	5	0
"ASV1207"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA	0	0	0	0	5
"ASV1208"	NA	NA	NA	NA	NA	NA	NA	0	0	0	3	0
"ASV1209"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia-Shigella"	"sonnei"	0	0	0	2	0
"ASV121"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	463
"ASV122"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	461	0	0
"ASV123"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	458	0	0	0
"ASV124"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	458
"ASV125"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	457	0	0	0	0
"ASV126"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	457
"ASV127"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	453	0	0
"ASV128"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	448	0	0
"ASV129"	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	447
"ASV13"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	0	1691
"ASV130"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"mellis"	0	0	0	0	446
"ASV131"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	0	444	0	0	0
"ASV132"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	439
"ASV133"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	58	0	0	380
"ASV134"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	437
"ASV135"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	432
"ASV136"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	429
"ASV137"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	0	427	0	0	0
"ASV138"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	425	0	0
"ASV139"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	424	0	0	0	0
"ASV14"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	98	1520
"ASV140"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	419	0	0	0	0
"ASV141"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	419
"ASV142"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	414	0	0	0
"ASV143"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	413	0	0	0
"ASV144"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	0	410	0
"ASV145"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	409
"ASV146"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	409
"ASV147"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	408
"ASV148"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	405
"ASV149"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	404
"ASV15"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	1614
"ASV150"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	399	0	0	0
"ASV151"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	397	0	0	0
"ASV152"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	396	0	0
"ASV153"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	393	0	0
"ASV154"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	392	0	0	0	0
"ASV155"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	392	0	0
"ASV156"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	392	0	0
"ASV157"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	391
"ASV158"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	389
"ASV159"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	388	0	0
"ASV16"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	198	0	0	1377
"ASV160"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	0	384	0	0	0
"ASV161"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	378	0	0
"ASV162"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	377	0	0
"ASV163"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	377
"ASV164"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	373	0
"ASV165"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	372	0	0
"ASV166"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	372
"ASV167"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	372
"ASV168"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	370	0
"ASV169"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	370
"ASV17"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	700	0	0	856
"ASV170"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	368
"ASV171"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	364	0
"ASV172"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	361
"ASV173"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	358	0	0	0	0
"ASV174"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	358	0
"ASV175"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	356	0	0	0
"ASV176"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	356	0	0
"ASV177"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	351	0	0	0
"ASV178"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	350	0	0	0	0
"ASV179"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	350	0	0
"ASV18"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	1447
"ASV180"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	350	0	0
"ASV181"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	348	0	0	0	0
"ASV182"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Apibacter"	NA	0	348	0	0	0
"ASV183"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	348	0	0
"ASV184"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	348
"ASV185"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	348
"ASV186"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	345	0	0	0
"ASV187"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	0	345	0
"ASV188"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	345
"ASV189"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	344	0	0	0
"ASV19"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	399	0	0	998
"ASV190"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	343	0	0
"ASV191"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	0	342	0	0	0
"ASV192"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	340	0
"ASV193"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	339
"ASV194"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	335	0	0
"ASV195"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	334	0	0	0	0
"ASV196"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	333	0
"ASV197"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	332	0	0
"ASV198"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Chromobacteriaceae"	"Paludibacterium"	NA	0	0	330	0	0
"ASV199"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Apibacter"	NA	0	329	0	0	0
"ASV2"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	0	0	2651
"ASV20"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	467	0	0	851
"ASV200"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	329
"ASV201"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	0	327	0
"ASV202"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	326	0	0
"ASV203"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	NA	NA	NA	NA	0	324	0	0	0
"ASV204"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	0	322	0
"ASV205"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	322	0
"ASV206"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	321	0	0	0
"ASV207"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	321	0	0
"ASV208"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	320	0	0	0	0
"ASV209"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	320	0	0	0	0
"ASV21"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	583	0	0	701
"ASV210"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	0	320	0
"ASV211"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"Providencia"	"sneebia"	0	0	319	0	0
"ASV212"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	319
"ASV213"	"Bacteria"	NA	NA	NA	NA	NA	NA	317	0	0	0	0
"ASV214"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	317
"ASV215"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	315	0	0
"ASV216"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	313	0	0	0	0
"ASV217"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	313	0	0	0
"ASV218"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	313	0	0
"ASV219"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"helsingborgensis"	312	0	0	0	0
"ASV22"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	491	0	0	725
"ASV220"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	311
"ASV221"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Apibacter"	NA	0	310	0	0	0
"ASV222"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	310	0	0
"ASV223"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	310	0	0
"ASV224"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	310
"ASV225"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	309	0	0
"ASV226"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	0	0	0	309	0
"ASV227"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	307	0	0	0	0
"ASV228"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	307	0	0
"ASV229"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	307	0	0
"ASV23"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	1164
"ASV230"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	306	0	0	0	0
"ASV231"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	305	0	0	0	0
"ASV232"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"asteroides"	0	0	0	305	0
"ASV233"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	305
"ASV234"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	0	303	0	0	0
"ASV235"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Apibacter"	NA	0	300	0	0	0
"ASV236"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	300	0	0
"ASV237"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	299	0	0
"ASV238"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	299	0	0
"ASV239"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"helsingborgensis"	298	0	0	0	0
"ASV24"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	1134
"ASV240"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	297	0	0
"ASV241"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"apis"	0	0	295	0	0
"ASV242"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	293
"ASV243"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	293
"ASV244"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	0	0	292	0	0
"ASV245"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	291
"ASV246"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	290	0	0	0
"ASV247"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	289	0	0	0	0
"ASV248"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	289	0	0
"ASV249"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	289	0	0
"ASV25"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	1126
"ASV250"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"mellis"	0	0	0	288	0
"ASV251"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	288
"ASV252"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	285	0	0
"ASV253"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	"apicola"	284	0	0	0	0
"ASV254"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"indicum"	0	0	0	0	284
"ASV255"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	281	0	0	0
"ASV256"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	221	0	58	0
"ASV257"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	278
"ASV258"	"Bacteria"	"Firmicutes"	"Bacilli"	NA	NA	NA	NA	0	0	0	0	277
"ASV259"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Apibacter"	NA	0	275	0	0	0
"ASV26"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	0	0	1115
"ASV260"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	274	0	0	0	0
"ASV261"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	273	0	0
"ASV262"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	273	0	0
"ASV263"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Snodgrassella"	"alvi"	0	0	0	0	273
"ASV264"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	272	0	0
"ASV265"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	271	0	0
"ASV266"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	271	0	0
"ASV267"	"Bacteria"	NA	NA	NA	NA	NA	NA	0	0	270	0	0
"ASV268"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"kullabergensis"	269	0	0	0	0
"ASV269"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"hominis"	0	0	269	0	0
